rsi,rsi_umbral,rsi_distancia,rsi_distancia_rel,volatilidad,tp_pct,sl_pct,tp_sl_ratio,vol_tp_interac,spread_tp_sl,log_precio,monto,es_btc,es_eth,hora,mes,es_ny_night,ganancia_neta,target
32.6,40.0,7.399999999999999,0.18499999999999997,4.38,3.5,7.61210653999319,0.4597938798690449,15.33,7.878653885633975,8.242593174508043,5.0,0,1,2,11,1,-0.09,0
25.5,30.0,4.5,0.15,3.9,3.12,6.8036854703908745,0.4585749905074249,12.168,7.0158344981130005,11.537423326890602,5.0,1,0,10,11,0,0.02,1
34.8,40.0,5.200000000000003,0.13000000000000006,7.73,5.0,9.523729797303327,0.5250043949604456,38.650000000000006,9.999912101563705,8.135355738788967,5.0,0,1,11,11,0,-0.03,0
35.7,40.0,4.299999999999997,0.10749999999999993,7.35,5.0,9.523569377320163,0.5250132384090376,36.75,9.999735238829286,8.131321865268172,5.0,0,1,17,11,0,-0.02,0
36.1,40.0,3.8999999999999986,0.09749999999999996,8.84,5.0,9.523969684739232,0.5249911712772216,44.2,10.000176577573477,8.130924644630426,5.0,0,1,20,11,0,-0.02,0
28.2,40.0,11.8,0.29500000000000004,7.63,5.0,9.523758302632634,0.5250028235825619,38.15,9.999943528667668,8.17233952856711,5.0,0,1,14,11,0,0.01,1
36.5,40.0,3.5,0.0875,7.13,5.0,9.52403911831119,0.5249873439082013,35.65,10.000253128243203,8.176253791863564,5.0,0,1,17,11,0,0.02,1
39.9,40.0,0.10000000000000142,0.0025000000000000356,8.58,5.0,9.523835133158375,0.5249985882884406,42.9,10.000028234310907,8.172387528047595,5.0,0,1,21,11,1,0.04,1
37.1,40.0,2.8999999999999986,0.07249999999999997,7.14,5.0,9.524015087334947,0.5249886685552408,35.699999999999996,10.000226634031366,8.169030486781017,5.0,0,1,14,11,0,-0.04,0
26.0,30.0,4.0,0.13333333333333333,3.54,2.83,6.198438152101582,0.4565666270366008,10.0182,6.374034021616348,11.546901583865706,5.0,1,0,15,11,0,0.03,1
25.8,30.0,4.199999999999999,0.13999999999999999,3.77,3.02,6.593299875586234,0.4580407469683731,11.3854,6.792339571825595,11.529333808786626,5.0,1,0,23,11,1,0.02,1
29.5,40.0,10.5,0.2625,6.55,5.0,9.52386268490092,0.5249970695111945,32.75,10.000058610119616,8.135165274039753,5.0,0,1,0,11,1,0.03,1
30.4,40.0,9.600000000000001,0.24000000000000005,6.47,5.0,9.523835935550073,0.5249985440568399,32.35,10.000029118947992,8.141536368989144,5.0,0,1,2,11,1,0.02,1
29.0,40.0,11.0,0.275,6.32,5.0,9.523651910081377,0.5250086886005556,31.6,9.999826231008504,8.146958152113946,5.0,0,1,3,11,1,0.1,1
29.8,30.0,0.1999999999999993,0.006666666666666643,3.78,3.02,6.601787913463964,0.45745183571269915,11.4156,6.8013479419886655,11.498743169975533,5.0,1,0,18,11,0,0.06,1
39.6,40.0,0.3999999999999986,0.009999999999999964,7.52,5.0,9.523903264860179,0.5249948325754447,37.599999999999994,10.000103349559206,7.973420732501466,5.0,0,1,7,11,0,0.04,1
28.3,30.0,1.6999999999999993,0.05666666666666664,5.76,4.61,9.185391790028675,0.5018838722812508,26.5536,9.608720915134132,11.378376526249799,5.0,1,0,10,11,0,0.02,1
38.2,40.0,1.7999999999999972,0.04499999999999993,6.99,5.0,9.524061360684078,0.5249861178593739,34.95,10.000277650521285,7.966003801460686,5.0,0,1,14,11,0,0.02,1
27.5,40.0,12.5,0.3125,7.22,5.0,9.523809523809524,0.525,36.1,9.999999999999995,7.973017587968693,5.0,0,1,12,11,0,0.05,1
38.7,40.0,1.2999999999999972,0.03249999999999993,6.78,5.0,9.523809523809524,0.525,33.9,9.999999999999996,7.976183236472932,5.0,0,1,14,11,0,0.02,1
38.9,40.0,1.1000000000000014,0.027500000000000035,6.05,4.84,9.388175343251293,0.5155421392378704,29.282,9.842830351744372,7.981873352044558,5.0,0,1,15,11,0,0.03,1
36.8,40.0,3.200000000000003,0.08000000000000007,6.91,5.0,9.523794362708426,0.5250008357570285,34.55,10.000000000000004,8.003463354502857,5.0,0,1,12,11,0,0.03,1
34.1,40.0,5.899999999999999,0.14749999999999996,5.82,4.65,9.224427103002453,0.5040963463721747,27.063000000000002,9.653699638322538,8.010017564964812,5.0,0,1,15,11,0,0.04,1
39.8,40.0,0.20000000000000284,0.005000000000000071,5.29,4.23,8.858819463997758,0.4774902589663014,22.376700000000003,9.233893963800826,8.0058374271506,5.0,0,1,1,11,1,0.02,1
25.5,30.0,4.5,0.15,3.63,2.91,6.357159115117916,0.457751638319033,10.5633,6.541997122637279,11.415094971842763,5.0,1,0,3,11,1,0.02,1
37.3,40.0,2.700000000000003,0.06750000000000007,4.74,3.79,8.21773781125027,0.4611974836689732,17.9646,8.529247892496729,8.017376743669558,5.0,0,1,5,11,1,0.02,1
34.4,40.0,5.600000000000001,0.14000000000000004,5.89,4.71,9.274871987997546,0.5078237204885556,27.741899999999998,9.711877882016214,8.053410173983558,5.0,0,1,14,12,0,0.1,1
39.5,40.0,0.5,0.0125,6.13,4.91,9.443525342156711,0.5199329511068644,30.098300000000002,9.906910697380871,8.06117135969092,5.0,0,1,16,12,0,0.02,1
39.0,40.0,1.0,0.025,6.03,4.82,9.370768040239897,0.5143655225806449,29.064600000000002,9.822684698158405,8.057048007614217,5.0,0,1,5,12,1,0.02,1
27.7,30.0,2.3000000000000007,0.07666666666666669,4.54,3.63,7.8888773336106555,0.46014151906435935,16.4802,8.175524848577032,11.41271986211183,5.0,1,0,13,12,0,0.02,1
39.2,40.0,0.7999999999999972,0.019999999999999928,6.32,5.0,9.523868182224128,0.5249967664748106,31.6,10.00006467092202,8.03676097297004,5.0,0,1,18,12,0,0.04,1
37.7,40.0,2.299999999999997,0.057499999999999926,6.04,4.83,9.377276560106917,0.5150749227710663,29.1732,9.830214944813086,8.109516639868538,5.0,0,1,6,12,0,0.03,1
29.9,30.0,0.10000000000000142,0.003333333333333381,3.57,2.85,6.2420601507232725,0.4565800282571401,10.1745,6.420171696992597,11.436098414856902,5.0,1,0,8,12,0,-0.02,0
29.6,30.0,0.3999999999999986,0.013333333333333286,4.1,3.28,7.1444150470541645,0.4590998672945845,13.447999999999999,7.3787108377556265,11.408386833695106,5.0,1,0,2,12,1,0.02,1
27.2,30.0,2.8000000000000007,0.09333333333333335,4.01,3.21,6.993428366055909,0.4590023421960561,12.8721,7.217770589685157,11.410590921991243,5.0,1,0,7,12,0,0.02,1
23.2,30.0,6.800000000000001,0.22666666666666668,3.81,3.05,6.6619550762441415,0.4578235615661822,11.6205,6.865225316822768,11.406844022840684,5.0,1,0,15,12,0,0.02,1
8.8,40.0,31.2,0.78,6.29,5.0,9.523632222853118,0.5250097738971786,31.45,9.999804525877517,8.029256929344296,5.0,0,1,16,12,0,0.02,1
13.9,40.0,26.1,0.6525000000000001,6.49,5.0,9.524103831891217,0.5249837767683326,32.45,10.00032447516142,8.033301568890328,5.0,0,1,20,12,0,0.01,1
18.7,40.0,21.3,0.5325,6.31,5.0,9.523794862637281,0.525000808198364,31.549999999999997,9.999999999999996,8.036993761192008,5.0,0,1,22,12,1,0.03,1
27.1,40.0,12.899999999999999,0.32249999999999995,6.39,5.0,9.523691912518373,0.5250064834024895,31.95,9.999870333631566,8.034255071137137,5.0,0,1,11,12,0,0.02,1
38.6,40.0,1.3999999999999986,0.03499999999999996,6.39,5.0,9.523985160459436,0.5249903182082237,31.95,10.000193639585083,8.03868631179116,5.0,0,1,12,12,0,0.03,1
30.2,40.0,9.8,0.24500000000000002,5.6,4.48,9.076142583774649,0.49360176513851406,25.088,9.48302202619763,8.010014243770444,5.0,0,1,15,12,0,-0.04,0
14.7,30.0,15.3,0.51,3.97,3.17,6.919513477173522,0.4581246948152313,12.584900000000001,7.139063825086829,11.36425595272764,5.0,1,0,18,12,0,-0.03,0
18.7,30.0,11.3,0.3766666666666667,3.85,3.08,6.727032175740955,0.45785420963305423,11.858,6.9343551500177725,11.364933216351098,5.0,1,0,21,12,1,-0.03,0
29.3,30.0,0.6999999999999993,0.02333333333333331,3.8,3.04,6.630679849907173,0.45847485760341133,11.552,6.8320173563737345,11.369359782539512,5.0,1,0,5,12,1,0.02,1
25.6,30.0,4.399999999999999,0.1466666666666666,3.72,2.98,6.5045125406299364,0.4581434782984366,11.085600000000001,6.698148957945328,11.366692722049022,5.0,1,0,8,12,0,0.03,1
24.2,30.0,5.800000000000001,0.19333333333333336,3.84,3.07,6.697533418169366,0.45837770539099776,11.788799999999998,6.903014253487816,11.370963549427728,5.0,1,0,4,12,1,0.02,1
38.5,40.0,1.5,0.0375,5.63,4.51,9.095318397173369,0.4958594963977965,25.391299999999998,9.505075460551044,7.999356379947742,5.0,0,1,10,12,0,-0.02,0
24.0,40.0,16.0,0.4,5.98,4.79,9.34005644063598,0.5128448666712597,28.6442,9.78716804013866,7.994875115004929,5.0,0,1,2,12,1,0.01,1
37.7,40.0,2.299999999999997,0.057499999999999926,5.63,4.5,9.091587233117881,0.49496307791095834,25.335,9.500794783239401,7.989726537235422,5.0,0,1,13,12,0,0.03,1
38.6,40.0,1.3999999999999986,0.03499999999999996,5.02,4.02,8.671133836580648,0.4636071909120983,20.180399999999995,9.019676762585641,8.011600518515268,5.0,0,1,18,12,0,0.02,1
32.0,40.0,8.0,0.2,5.1,4.08,8.727242358443288,0.4675016267942587,20.808,9.083645092591658,8.003393148448058,5.0,0,1,2,12,1,0.07,1
27.3,30.0,2.6999999999999993,0.08999999999999998,3.55,2.84,6.210969620932206,0.4572554968597228,10.081999999999999,6.387285924917788,11.387022048081073,5.0,1,0,3,12,1,0.05,1
24.0,30.0,6.0,0.2,2.48,1.98,4.375891087829076,0.4524792688527123,4.9104,4.462683099416949,11.372004781513851,5.0,1,0,16,12,0,0.02,1
29.2,30.0,0.8000000000000007,0.02666666666666669,2.37,1.9,4.188969395266184,0.45357218463976534,4.503,4.268437746459953,11.379556573427404,5.0,1,0,3,12,1,0.02,1
37.9,40.0,2.1000000000000014,0.05250000000000003,3.18,2.55,5.584510059890979,0.45662018201284804,8.109,5.726645661244993,7.9847182362451905,5.0,0,1,15,12,0,0.02,1
16.2,30.0,13.8,0.46,2.31,1.85,4.087028739896514,0.4526515759335823,4.2735,4.162641338946088,11.383385979784844,5.0,1,0,17,12,0,0.05,1
34.6,40.0,5.399999999999999,0.13499999999999995,3.25,2.6,5.693981717024188,0.45662247074421985,8.450000000000001,5.841822559733293,7.996132029462666,5.0,0,1,4,12,1,0.02,1
39.5,40.0,0.5,0.0125,2.91,2.33,5.11471179602715,0.4555486394775609,6.7803,5.233688076345686,8.001127194179901,5.0,0,1,1,1,1,0.01,1
26.2,30.0,3.8000000000000007,0.12666666666666668,2.74,2.19,4.818867085053458,0.454463665701148,6.0006,4.924332371574718,11.383340788092664,5.0,1,0,3,1,1,0.02,1
33.5,40.0,6.5,0.1625,3.09,2.47,5.4229162860724545,0.45547448452111305,7.6323,5.556846569453322,8.038621763179579,5.0,0,1,6,1,0,0.02,1
34.7,40.0,5.299999999999997,0.13249999999999992,3.16,2.53,5.547230581739493,0.4560834388835962,7.9948,5.687447007898607,8.051105086490319,5.0,0,1,14,1,0,0.04,1
25.8,30.0,4.199999999999999,0.13999999999999999,2.44,1.95,4.301489439917782,0.4533313465573152,4.758,4.385326783270138,11.443093813234029,5.0,1,0,7,1,0,0.03,1
23.5,30.0,6.5,0.21666666666666667,2.53,2.02,4.459634016221948,0.4529519670565425,5.1106,4.549813930107946,11.425069076513497,5.0,1,0,17,1,0,0.02,1
23.8,30.0,6.199999999999999,0.20666666666666664,2.48,1.98,4.3692461816344235,0.4531674155424523,4.9104,4.455772198051942,11.421517601216829,5.0,1,0,16,1,0,0.01,1
35.9,40.0,4.100000000000001,0.10250000000000004,3.66,2.93,6.4052070159141605,0.4574403282704558,10.7238,6.592888337597226,8.037788712324991,5.0,0,1,12,1,0,0.04,1
38.9,40.0,1.1000000000000014,0.027500000000000035,3.89,3.11,6.786555942094042,0.45825894997933025,12.0979,6.997621496528672,8.042763782841538,5.0,0,1,7,1,0,0.03,1
38.4,40.0,1.6000000000000014,0.040000000000000036,3.57,2.85,6.239798565156329,0.4567455135354353,10.1745,6.417776910188219,8.03062105945095,5.0,0,1,20,1,0,0.02,1
39.7,40.0,0.29999999999999716,0.007499999999999929,3.52,2.82,6.1697273724145685,0.45707043922369817,9.9264,6.343672850505736,8.034806001413024,5.0,0,1,5,1,1,0.02,1
25.7,30.0,4.300000000000001,0.14333333333333337,2.91,2.33,5.1270462199255125,0.45445270045446384,6.7803,5.246600012131855,11.413165569850424,5.0,1,0,6,1,0,0.01,1
38.2,40.0,1.7999999999999972,0.04499999999999993,3.28,2.63,5.755479570773526,0.456955839675847,8.626399999999999,5.906571193862836,8.03656694138109,5.0,0,1,0,1,1,0.01,1
38.2,40.0,1.7999999999999972,0.04499999999999993,3.55,2.84,6.217972209971867,0.45674054243044765,10.081999999999999,6.394687755519215,8.049069394178643,5.0,0,1,16,1,0,0.01,1
37.7,40.0,2.299999999999997,0.057499999999999926,3.52,2.82,6.16583857528944,0.4573587137525121,9.9264,6.339566320030094,8.100598377265309,5.0,0,1,12,1,0,0.07,1
37.3,40.0,2.700000000000003,0.06750000000000007,3.44,2.75,6.030839486752059,0.4559895858679249,9.459999999999999,6.196942692830806,8.106511500569095,5.0,0,1,6,1,0,0.05,1
35.7,40.0,4.299999999999997,0.10749999999999993,3.61,2.89,6.323049214414366,0.4570579639664672,10.4329,6.505880332299801,8.107325405730775,5.0,0,1,23,1,1,-0.01,0
17.8,30.0,12.2,0.4066666666666666,2.96,2.37,5.204394013649649,0.4553844297307549,7.0152,5.3276255270063215,11.435900241774476,5.0,1,0,1,1,1,0.03,1
15.3,40.0,24.7,0.6174999999999999,4.07,3.25,7.089036211077271,0.45845442218528604,13.227500000000001,7.319657933578151,8.0466678260899,5.0,0,1,7,1,0,-0.08,0
20.3,30.0,9.7,0.3233333333333333,2.83,2.26,4.976889830436271,0.4540988603321946,6.3957999999999995,5.08946633371909,11.415146690692271,5.0,1,0,15,1,0,-0.07,0
24.6,30.0,5.399999999999999,0.17999999999999997,2.67,2.13,4.700490679747393,0.45314418113354654,5.687099999999999,4.800784078061873,11.40451318630593,5.0,1,0,19,1,0,-0.02,0
26.2,30.0,3.8000000000000007,0.12666666666666668,2.86,2.29,5.03640246139515,0.4546896356185243,6.5493999999999994,5.151718522278817,11.39639176107382,5.0,1,0,15,1,0,0.03,1
38.8,40.0,1.2000000000000028,0.030000000000000072,4.81,3.85,8.344312835719403,0.4613920973239821,18.5185,8.665700151767739,7.987962563224057,5.0,0,1,4,1,1,-0.03,0
37.1,40.0,2.8999999999999986,0.07249999999999997,4.92,3.93,8.516209803227536,0.4614728959014819,19.3356,8.851230520309969,7.9847182362451905,5.0,0,1,9,1,0,-0.02,0
22.2,30.0,7.800000000000001,0.26,3.15,2.52,5.536637808284817,0.45514987385108824,7.938,5.676316586041998,11.369685496267497,5.0,1,0,20,1,0,0.06,1
27.0,30.0,3.0,0.1,2.51,2.01,4.424679479137206,0.4542701927851148,5.045099999999999,4.513437259760468,11.384035398991706,5.0,1,0,2,1,1,0.02,1
11.7,40.0,28.3,0.7075,4.17,3.34,7.26887114071425,0.45949363186424663,13.9278,7.511542601404943,7.946022906641128,5.0,0,1,15,1,0,0.01,1
24.2,30.0,5.800000000000001,0.19333333333333336,3.33,2.67,5.846013820839446,0.4567214655706385,8.8911,6.001958484812942,11.353577971736096,5.0,1,0,16,1,0,-0.06,0
23.6,40.0,16.4,0.41,4.9,3.92,8.485777585722031,0.4619494159964432,19.208000000000002,8.818361637293522,7.939461802355418,5.0,0,1,20,1,0,0.02,1
23.6,30.0,6.399999999999999,0.2133333333333333,3.25,2.6,5.708795583384896,0.4554375720803776,8.450000000000001,5.857412645514904,11.34482120178986,5.0,1,0,21,1,1,-0.02,0
33.5,40.0,6.5,0.1625,11.48,5.0,9.523415331834084,0.5250217307320846,57.400000000000006,9.99956540424648,7.635733745547492,5.0,0,1,1,2,1,0.02,1
37.2,40.0,2.799999999999997,0.06999999999999992,11.37,5.0,9.523417301576398,0.525021622141073,56.849999999999994,9.999567575878416,7.640743172763286,5.0,0,1,2,2,1,0.04,1
38.6,40.0,1.3999999999999986,0.03499999999999996,9.2,5.0,9.52425334010597,0.5249755357667091,46.0,10.000489308606934,7.622517169514491,5.0,0,1,14,2,0,0.04,1
28.6,30.0,1.3999999999999986,0.04666666666666662,8.37,5.0,9.523796407253272,0.5250007230511592,41.849999999999994,9.999985538997729,11.144055028831607,5.0,1,0,9,2,0,0.02,1
28.5,40.0,11.5,0.2875,10.21,5.0,9.523405898446525,0.5250222507911386,51.050000000000004,9.999555003980253,7.6120847045446505,5.0,0,1,13,2,0,-0.04,0
24.9,40.0,15.100000000000001,0.37750000000000006,9.98,5.0,9.523540463040126,0.5250148323939486,49.900000000000006,9.999703360920767,7.612168755815976,5.0,0,1,15,2,0,0.04,1
33.0,40.0,7.0,0.175,10.36,5.0,9.523628969956055,0.5250099532198671,51.8,9.999800939565242,7.605611355269817,5.0,0,1,18,2,0,0.02,1
39.7,40.0,0.29999999999999716,0.007499999999999929,10.35,5.0,9.524034263869552,0.5249876114965312,51.75,10.000247776208527,7.609837423599662,5.0,0,1,19,2,0,0.01,1
29.4,30.0,0.6000000000000014,0.02000000000000005,8.25,5.0,9.523798758564006,0.52500059343483,41.25,9.999988131317487,11.118463796367944,5.0,1,0,5,2,1,-0.05,0
33.6,40.0,6.399999999999999,0.15999999999999998,6.98,5.0,9.523528020808714,0.5250155183116071,34.900000000000006,9.999689643400275,7.566962976112518,5.0,0,1,0,2,1,0.02,1
38.1,40.0,1.8999999999999986,0.047499999999999966,7.02,5.0,9.523669523375522,0.525007717637374,35.099999999999994,9.999845649634956,7.572312637687373,5.0,0,1,1,2,1,0.02,1
38.4,40.0,1.6000000000000014,0.040000000000000036,6.56,5.0,9.524041672557448,0.5249872031122027,32.8,10.000255944306526,7.57740350925332,5.0,0,1,3,2,1,0.02,1
31.7,40.0,8.3,0.20750000000000002,5.89,4.71,9.274372640461914,0.5078510625561209,27.741899999999998,9.711315334344224,7.6324931766282855,5.0,0,1,1,2,1,0.02,1
25.4,30.0,4.600000000000001,0.15333333333333338,4.93,3.94,8.53769361909058,0.46148294560371933,19.4242,8.874437119219113,11.133879867748785,5.0,1,0,18,2,0,0.02,1
12.5,40.0,27.5,0.6875,6.72,5.0,9.524228128265989,0.5249769254435441,33.6,10.000461512427504,7.575641060223204,5.0,0,1,20,2,0,0.02,1
13.9,40.0,26.1,0.6525000000000001,6.64,5.0,9.524041079903533,0.5249872357806592,33.199999999999996,10.000255290903992,7.579959682522158,5.0,0,1,21,2,1,0.02,1
21.5,40.0,18.5,0.4625,6.6,5.0,9.523487272692133,0.5250177646939389,33.0,9.999644718744143,7.585925868178305,5.0,0,1,22,2,1,0.01,1
27.4,30.0,2.6000000000000014,0.08666666666666671,4.51,3.61,7.840852812786925,0.46040910168761023,16.2811,8.123958160510629,11.139432458345299,5.0,1,0,23,2,1,0.06,1
36.3,40.0,3.700000000000003,0.09250000000000007,5.76,4.61,9.184223955675453,0.5019476901095405,26.5536,9.607357658889756,7.584229230567208,5.0,0,1,10,2,0,0.05,1
28.9,30.0,1.1000000000000014,0.036666666666666715,4.47,3.57,7.761970635349991,0.4599347469496098,15.957899999999999,8.039307578262934,11.125122459575099,5.0,1,0,11,2,0,0.02,1
32.0,40.0,8.0,0.2,5.26,4.21,8.835392790831687,0.4764926811594199,22.1446,9.20712962345201,7.574809992612656,5.0,0,1,14,2,0,0.05,1
40.0,40.0,0.0,0.0,5.45,4.36,8.966320489177914,0.48626412643429295,23.762000000000004,9.356973923436493,7.588105932111464,5.0,0,1,17,2,0,0.02,1
29.9,30.0,0.10000000000000142,0.003333333333333381,4.4,3.52,7.655236227121465,0.45981598680509905,15.488000000000001,7.924866502239289,11.100090365068835,5.0,1,0,19,2,0,0.01,1
24.9,30.0,5.100000000000001,0.17000000000000004,4.24,3.39,7.382980124039773,0.4591641780209861,14.373600000000001,7.633458929100071,11.103585157968528,5.0,1,0,22,2,1,0.03,1
31.7,40.0,8.3,0.20750000000000002,5.26,4.21,8.836514738345668,0.4764321822189567,22.1446,9.208389715832208,7.560809365975638,5.0,0,1,13,2,0,0.04,1
31.3,40.0,8.7,0.21749999999999997,4.87,3.89,8.429147491343002,0.46149388226925103,18.944300000000002,8.757202927892854,7.563356343468112,5.0,0,1,15,2,0,0.03,1
38.3,40.0,1.7000000000000028,0.04250000000000007,5.28,4.23,8.851312587786108,0.4778952226630162,22.334400000000002,9.22530528507879,7.570438097404914,5.0,0,1,18,2,0,0.02,1
36.7,40.0,3.299999999999997,0.08249999999999993,5.58,4.46,9.055746170119816,0.4925049704591035,24.8868,9.459618825918199,7.575733358449092,5.0,0,1,20,2,0,0.01,1
37.6,40.0,2.3999999999999986,0.05999999999999996,4.62,3.7,8.021186564903394,0.4612783869395715,17.094,8.317710602851607,7.587624698929508,5.0,0,1,4,2,1,0.01,1
30.0,40.0,10.0,0.25,3.96,3.17,6.917126632651538,0.4582827767004239,12.5532,7.136523232271458,7.576071712411575,5.0,0,1,13,2,0,0.01,1
18.3,30.0,11.7,0.38999999999999996,3.61,2.89,6.323616667129228,0.45701694965517126,10.4329,6.506480965232534,11.078807146448433,5.0,1,0,2,2,1,0.02,1
22.6,30.0,7.399999999999999,0.24666666666666662,3.61,2.89,6.313228703101537,0.45776893819484366,10.4329,6.495484156512356,11.083232723652023,5.0,1,0,5,2,1,0.05,1
28.1,40.0,11.899999999999999,0.2975,4.38,3.5,7.614054026267758,0.4596762759924391,15.33,7.880735506937936,7.538771704075576,5.0,0,1,6,2,0,0.1,1
18.3,30.0,11.7,0.38999999999999996,3.25,2.6,5.707297770910669,0.4555570962587323,8.450000000000001,5.855835233903976,11.07683649664758,5.0,1,0,23,2,1,0.02,1
29.0,30.0,1.0,0.03333333333333333,4.83,3.86,8.366957793710217,0.46133852890972143,18.6438,8.69011262175698,11.126586431818902,5.0,1,0,8,2,0,0.04,1
34.7,40.0,5.299999999999997,0.13249999999999992,6.04,4.83,9.375478092359346,0.5151737279335402,29.1732,9.82815431120789,7.629324693804775,5.0,0,1,11,2,0,0.02,1
30.8,40.0,9.2,0.22999999999999998,5.7,4.56,9.140391476231802,0.4988845403238566,25.991999999999997,9.556910978929324,7.592769476311894,5.0,0,1,16,2,0,0.05,1
30.3,40.0,9.7,0.2425,5.8,4.64,9.211762293714031,0.5037038356022567,26.912,9.639113275422485,7.603015226078212,5.0,0,1,18,2,0,0.06,1
37.1,40.0,2.8999999999999986,0.07249999999999997,5.69,4.55,9.135078020340014,0.4980800371785599,25.8895,9.550816696914705,7.614647561333754,5.0,0,1,23,2,1,0.04,1
29.4,40.0,10.600000000000001,0.265,7.79,5.0,9.524149647716651,0.5249812513391907,38.95,10.000374987277208,7.531943516050998,5.0,0,1,7,2,0,0.1,1
39.7,40.0,0.29999999999999716,0.007499999999999929,6.56,5.0,9.52404976439607,0.5249867570717229,32.8,10.000264865580728,7.543140922683535,5.0,0,1,14,2,0,0.02,1
27.2,30.0,2.8000000000000007,0.09333333333333335,5.32,4.25,8.876261370726834,0.47880518863675464,22.61,9.253843725356973,11.097101033883018,5.0,1,0,17,3,0,0.02,1
34.0,40.0,6.0,0.15,9.03,5.0,9.523991533805065,0.5249899668907391,45.15,10.00020066621183,7.597576936113505,5.0,0,1,5,3,1,0.03,1
29.9,30.0,0.10000000000000142,0.003333333333333381,6.39,5.0,9.523818846245124,0.5249994861012406,31.95,10.000010277985757,11.128831312511684,5.0,1,0,6,3,0,0.01,1
38.2,40.0,1.7999999999999972,0.04499999999999993,8.26,5.0,9.523981884074361,0.5249904988123517,41.3,10.00019002736394,7.652051743560637,5.0,0,1,7,3,0,0.03,1
36.5,40.0,3.5,0.0875,8.33,5.0,9.523638195293948,0.5250094446543256,41.65,9.99981111048148,7.658057540043142,5.0,0,1,8,3,0,0.01,1
34.0,40.0,6.0,0.15,8.24,5.0,9.523596150054658,0.5250117624917667,41.2,9.99976475569878,7.661738823645419,5.0,0,1,9,3,0,0.07,1
39.6,40.0,0.3999999999999986,0.009999999999999964,8.09,5.0,9.523940334587799,0.5249927891548894,40.45,10.00014421898209,7.640204900124817,5.0,0,1,16,3,0,0.02,1
36.0,40.0,4.0,0.1,8.32,5.0,9.523546979094878,0.5250144731763797,41.6,9.999710544851073,7.6366845751817225,5.0,0,1,23,3,1,0.03,1
21.6,30.0,8.399999999999999,0.27999999999999997,6.22,4.97,9.500292747157301,0.5231417738666142,30.913399999999996,9.972715179806665,11.17026880415958,5.0,1,0,0,3,1,0.01,1
12.0,40.0,28.0,0.7,7.97,5.0,9.523763668141616,0.5250025278058644,39.85,9.999949444138299,7.589846567781607,5.0,0,1,15,3,0,0.02,1
19.8,40.0,20.2,0.505,8.1,5.0,9.523718237498679,0.5250050322061194,40.5,9.999899356890532,7.594491956100752,5.0,0,1,22,3,1,0.05,1
27.6,30.0,2.3999999999999986,0.07999999999999995,5.57,4.45,9.050763679459417,0.4916712177668735,24.786500000000004,9.453872774049737,11.113646284499136,5.0,1,0,19,3,0,0.02,1
25.8,30.0,4.199999999999999,0.13999999999999999,5.46,4.37,8.974503795045353,0.4869349993937928,23.8602,9.366363523347767,11.111334442890662,5.0,1,0,2,3,1,0.01,1
27.6,30.0,2.3999999999999986,0.07999999999999995,5.41,4.33,8.943091320842012,0.4841726249522767,23.4253,9.33035930830424,11.096973562137881,5.0,1,0,23,3,1,0.03,1
39.8,40.0,0.20000000000000284,0.005000000000000071,6.07,4.85,9.397098354360434,0.5161167646765671,29.4395,9.853131091917058,7.618992837461876,5.0,0,1,23,3,1,0.03,1
27.8,30.0,2.1999999999999993,0.0733333333333333,4.92,3.94,8.520738495746238,0.46240123458394417,19.3848,8.856118713814764,11.149231085192039,5.0,1,0,5,3,1,0.03,1
38.8,40.0,1.2000000000000028,0.030000000000000072,4.61,3.69,8.003775005838875,0.4610324499761786,17.0109,8.298984866905885,7.61252465936987,5.0,0,1,3,3,1,0.04,1
29.7,30.0,0.3000000000000007,0.010000000000000024,4.12,3.29,7.176601948237449,0.4584342316502608,13.5548,7.413048492187052,11.147238606870477,5.0,1,0,4,3,1,0.03,1
35.8,40.0,4.200000000000003,0.10500000000000007,4.6,3.68,7.981094174642555,0.461089660073434,16.928,8.274611652864209,7.62104816523504,5.0,0,1,7,3,0,0.06,1
35.4,40.0,4.600000000000001,0.11500000000000003,4.56,3.65,7.924307326272495,0.4606080821598976,16.644,8.213573951318823,7.646062232284118,5.0,0,1,2,3,1,0.02,1
23.0,30.0,7.0,0.23333333333333334,3.93,3.15,6.862523526105447,0.45901481984246945,12.3795,7.078415842141333,11.171579571352888,5.0,1,0,3,3,1,0.02,1
27.0,40.0,13.0,0.325,4.75,3.8,8.233401849001298,0.46153462076686264,18.05,8.546129485940629,7.6451202817075155,5.0,0,1,4,3,1,0.02,1
36.6,40.0,3.3999999999999986,0.08499999999999996,5.51,4.4,9.00812482917982,0.48844793821541826,24.244,9.404913227321082,7.746274721557758,5.0,0,1,10,3,0,0.02,1
35.6,40.0,4.399999999999999,0.10999999999999996,5.48,4.39,8.991423995520542,0.4882430193690192,24.0572,9.38577113829174,7.752257807495625,5.0,0,1,11,3,0,0.03,1
36.7,40.0,3.299999999999997,0.08249999999999993,5.44,4.35,8.96271500626865,0.48534400535524647,23.664,9.352844152367469,7.747588203077015,5.0,0,1,15,3,0,0.02,1
30.8,40.0,9.2,0.22999999999999998,6.6,5.0,9.52342761410826,0.5250210536165432,33.0,9.999578945398586,7.667387522437399,5.0,0,1,13,3,0,0.02,1
